Obec,Unnamed: 1,Druh dokumentace,Název dokumentace,Číslo dokumentace,Zahájení prací - schválení / rozhodnutí o pořízení 101,Zadání - zahájení projednání 103,Zadání - ukončení projednání 104,Zadání - schválení 105,Koncept řešení - odevzdání 106,Koncept řešení - zahájení projednání 107,Koncept řešení - ukončení projednání 108,Návrh - odevzdání 112,Návrh - zahájení projednání 113,Návrh - ukončení projednání 114,Návrh – stanovisko krajského úřadu / nadřízeného orgánu územního plánování 115,Návrh – vydání / schválení 116,Návrh - nabytí účinnosti 117
,Semily,Územní plán,změna č. 3 Územního plánu Semily,1648828403,21.06.2021,,,21.06.2021,,,,,,,,,
,Semily,Územní plán,Změna č. 2 ÚP Semily,1648828402,20.04.2015,,,20.04.2015,,,,,,,,,
,Semily,Územní plán,Změna č. 4 Územního plánu Semily,973891953094,20.06.2022,,,20.06.2022,,,,,,,,,20.04.2024
Kobeřice u Brna,,Územní plán,Územní plán Kobeřice u Brna,82696168,29.11.2004,16.06.2006,,22.11.2006,,,,,25.01.2008,,11.09.2008,28.01.2009,13.02.2009
,Kobeřice u Brna,Územní plán,Změna č. 1 ÚP Kobeřice u Brna,8269616804,,,,29.02.2016,,,,,,,,29.05.2017,14.06.2017
,Kobeřice u Brna,Územní plán,Změna č. 2 ÚP Kobeřice u Brna,973891952941,,,,27.06.2022,,,,,,,,26.02.2024,13.03.2024
Svojetice,,Územní plán,Územní plán Svojetic,69803583,16.12.2009,16.07.2010,,06.10.2010,,12.09.2011,,,,,,,17.12.2013
,Svojetice,Územní plán,Změna č. 2,6980358302,22.12.2015,,,28.06.2017,,,,,,,,,
Moravský Písek,,Územní plán,Územní plán Moravský Písek,31325930,26.03.2010,08.02.2011,24.03.2011,24.06.2011,,,,,11.02.2014,,,18.12.2014,05.01.2015
,Moravský Písek,Územní plán,Změna č. 2,3132593002,23.09.2020,16.12.2020,,28.01.2021,,,,,28.06.2021,11.08.2021,31.08.2021,16.09.2021,05.10.2021
,Moravský Písek,Územní plán,Změna č. 3,3132593003,16.09.2021,29.04.2022,,23.06.2022,,,,,03.10.2022,18.11.2022,,15.03.2023,01.04.2023
,Moravský Písek,Územní plán,Změna č. 4,973891954839,13.06.2024,22.01.2025,11.02.2025,13.03.2025,,,,,,,,,
Sněžné,,Územní plán,Územní plán Sněžné,74309938,29.11.2004,01.07.2005,,26.09.2005,,10.07.2006,,,03.08.2007,,26.06.2008,07.12.2009,29.12.2009
,Sněžné,Územní plán,Změna č. 1 ÚP Sněžné,7430993801,07.05.2012,,,16.12.2013,,,,,,,,,24.12.2016
,Sněžné,Územní plán,Změna č. 2 ÚP Sněžné,7430993802,26.09.2016,,,14.03.2022,,,,,,,,,
Vystrčenovice,,Územní plán,Územní plán Vystrčenovice,19797916,25.02.2005,12.07.2005,,14.09.2005,,30.08.2006,,,30.10.2008,,13.03.2009,24.06.2009,29.10.2009
Předklášteří,,Územní plán,Územní plán Předklášteří,76766603,18.09.2008,13.01.2010,17.03.2010,31.03.2010,,,,03.06.2019,01.07.2019,06.11.2019,,16.12.2019,02.01.2020
,Předklášteří,Územní plán,Změna č. 1 ÚP Předklášteří,7676660302,24.02.2022,16.08.2022,,,,,,,,,,15.12.2022,26.01.2023
,Předklášteří,Územní plán,Změna č. 2 ÚP Předklášteří,973891952819,06.09.2023,,,,,,,02.02.2024,05.02.2024,,,,
Chotutice,,Územní plán obce,Územní plán obce Chotutice,30476016,01.06.1993,,,,01.12.1994,01.01.2003,,01.11.2003,01.03.2004,,18.08.2004,27.10.2004,12.11.2004
,Chotutice,Územní plán obce,Změna č. 1 ÚPO ,3047601601,29.01.2007,23.03.2007,,20.06.2007,,,,,26.06.2007,,,07.11.2007,23.11.2007
Chelčice,,Územní plán,Územní plán Chelčice,88973634,25.02.2009,18.08.2009,,30.09.2009,,,,,30.08.2010,,15.03.2011,13.05.2011,28.05.2011
,Chelčice,Územní plán,Změna č. 4 ÚP Chelčice,8897363404,,,,,,,,,,,,,19.06.2020
,Chelčice,Územní plán,Změna č. 3 ÚP Chelčice,8897363403,30.11.2016,,,30.11.2016,,,,,,,,,18.06.2020
,Chelčice,Územní plán,Změna č. 1 ÚP Chelčice,8897363401,18.06.2012,,,18.06.2012,,,,,,,02.11.2012,06.03.2013,22.03.2013
,Chelčice,Územní plán,Změna č. 2 ÚP Chelčice,8897363402,18.08.2014,,,11.11.2015,,,,,,,,,17.06.2020
Veliká Ves,,Územní plán obce,Územní plán obce Veliká Ves,17591495,31.03.2003,09.06.2003,,03.03.2004,10.03.2004,16.03.2004,,20.10.2004,25.10.2004,,01.04.2005,06.04.2005,25.04.2005
Prosiměřice,,Územní plán,Územní plán Prosiměřice,45789736,30.01.2007,03.12.2008,,27.01.2009,,,,,29.05.2009,,26.08.2009,22.12.2009,14.01.2010
,Prosiměřice,Územní plán,Změna č. 1 ÚP Prosiměřice,973891953904,12.02.2024,,,12.02.2024,,,,,30.08.2024,,,,
Snovídky,,Územní plán,Územní plán Snovídky,3406925,26.03.2007,09.01.2008,15.02.2008,30.04.2008,,,,,14.04.2009,05.06.2009,24.08.2009,31.03.2010,14.05.2010
,Snovídky,Územní plán,Změna č. 1 Územního plánu Snovídky,3406925001,,,25.10.2017,,,,,,04.06.2019,15.07.2019,,18.09.2019,09.10.2019
Nýrsko,,Územní plán,Územní plán Nýrsko,42896670,12.12.2007,27.07.2009,,14.12.2009,,,,,14.06.2011,,31.08.2011,14.12.2011,30.12.2011
,Nýrsko,Územní plán,ÚP Nýrsko - změna č. 2,4289667002,25.05.2015,16.11.2016,,13.02.2017,,,,,07.06.2017,,04.09.2017,06.12.2019,07.02.2020
,Nýrsko,Územní plán,ÚP Nýrsko - změna č. 1,4289667001,17.09.2012,19.02.2013,,27.05.2013,,,,,06.01.2014,,,,19.06.2015
,Nýrsko,Územní plán,ÚP Nýrsko - změna č. 3,4289667004,10.04.2017,08.01.2019,,,,,,,,,,,01.12.2022
,Nýrsko,Územní plán,ÚP Nýrsko - změna č. 4,973891950619,17.12.2018,03.07.2019,,23.09.2019,,,,,10.07.2020,,22.10.2020,,01.12.2022
,Nýrsko,Územní plán,ÚP Nýrsko - změna č. 5,973891953497,16.02.2024,,,03.06.2024,,,,,,,,,
Chotýčany,,Územní plán,Územní plán Chotýčany,61304872,06.11.2009,15.02.2010,,30.04.2010,,,,,15.03.2011,,29.11.2011,30.10.2012,20.11.2012
,Chotýčany,Územní plán,Změna č. 3 ÚP Chotýčany,6130487203,,,,21.01.2020,,,,,,,,,20.05.2020
,Chotýčany,Územní plán,Změna č. 1 ÚP Chotýčany,6130487201,12.09.2017,,,30.01.2018,,,,,,,,,26.07.2018
,Chotýčany,Územní plán,Změna č. 2 ÚP Chotýčany,6130487202,26.06.2018,,,10.07.2018,,,,,,,,,19.10.2018
,Chotýčany,Územní plán,Změna č. 4 ÚP Chotýčany,6130487204,,,,11.05.2021,,,,,,,,,15.12.2021
Rohozec,,Územní plán,Územní plán Rohozec,57360476,13.11.2009,15.01.2010,29.03.2010,31.03.2010,,,,28.04.2011,04.05.2011,10.12.2012,04.08.2011,01.03.2013,23.03.2013
,Rohozec,Územní plán,Změna č. 1 ÚP Rohozec,5736047602,21.03.2019,,,,,,,03.10.2019,04.10.2019,08.01.2020,07.01.2020,19.02.2020,14.03.2020
,Rohozec,Územní plán,Změna č. 2 ÚP Rohozec,973891952151,27.04.2020,,,,,,,,17.10.2022,,,21.02.2023,09.03.2023
,Rohozec,Územní plán,Změna č. 3 ÚP Rohozec,973891953401,08.08.2023,29.05.2024,,,,,,,,,,,
Unín,,Územní plán,Územní plán Unín,97608582,28.04.2009,19.01.2009,22.03.2010,14.05.2010,,,,17.03.2011,04.04.2011,,20.07.2011,18.04.2012,08.05.2012
,Unín,Územní plán,Změna č. 1 ÚP Unín,973891952587,29.06.2023,,,,,,,15.12.2023,19.12.2023,,,,
Vysoké Mýto,,Územní plán,Územní plán Vysoké Mýto,11268253,17.06.2009,17.06.2009,,,,,,,01.02.2010,,12.04.2010,23.06.2010,10.07.2010
,Vysoké Mýto,Územní plán,Změny č. 1 ÚP Vysoké Mýto,1126825301,23.06.2010,28.04.2011,,18.12.2011,,,,,19.09.2012,,19.03.2013,18.09.2013,08.10.2013
,Vysoké Mýto,Územní plán,Změny č. 2 ÚP Vysoké Mýto,1126825302,13.11.2013,17.04.2014,,18.06.2014,,,,,,,,,05.10.2015
,Vysoké Mýto,Územní plán,Změna č. 3 ÚP Vysoké Mýto,973891950863,,,,14.09.2022,,,,,,,,,
Štíhlice,,Územní plán obce,Územní plán obce Štíhlice,45362490,,,,,01.12.1996,01.02.1997,,01.06.2002,01.06.2002,,01.10.2002,01.10.2002,15.10.2002
,Štíhlice,Územní plán obce,Změna č. 1,4536249001,,,,23.06.2004,,,,10.09.2004,,,10.02.2005,02.03.2005,
Vyškov,,Územní plán,Územní plán Vyškov,3097171,13.12.2010,01.06.2012,18.07.2012,25.02.2013,,,,,02.07.2014,,25.11.2014,22.02.2016,24.03.2016
,Vyškov,Územní plán,Změna č. 1 ÚP Vyškov,3097171001,,,,26.02.2018,,,,,,,,18.11.2019,11.12.2019
,Vyškov,Územní plán,Změna č. 2 ÚP Vyškov,973891950516,,,,22.06.2020,,,,,,,,16.11.2022,20.12.2022
,Vyškov,Územní plán,Změna č. 3 ÚP Vyškov,973891953395,27.04.2022,,,,,,,,26.06.2024,,,,
Kout na Šumavě,,Územní plán,Územní plán Kout na Šumavě,46696108,19.04.2007,,,22.09.2008,,,,,23.06.2009,26.11.2009,07.09.2009,08.12.2009,31.12.2009
,Kout na Šumavě,Územní plán,Změna č. 1 ÚP Kout na Šumavě,4669610801,15.03.2015,,,15.09.2015,,,,,,,,12.11.2020,16.12.2020
Velké Hostěrádky,,Územní plán,Územní plán Velké Hostěrádky,66228883,19.11.2009,11.02.2010,24.03.2010,12.04.2010,,,,21.01.2011,27.01.2011,06.04.2011,11.04.2011,14.07.2011,03.08.2011
,Velké Hostěrádky,Územní plán,Změna č. 1 územního plánu Velké Hostěrádky,6622888301,03.06.2021,,,03.06.2021,,,04.11.2022,,,,,27.09.2023,19.10.2023
Pouzdřany,,Územní plán,Územní plán Pouzdřany,91651551,21.12.2009,15.03.2010,07.06.2010,23.06.2010,,,,28.02.2012,05.03.2012,,14.01.2013,18.11.2013,12.12.2013
,Pouzdřany,Územní plán,Změna č. 1 ÚP Pouzdřany,9165155101,,,,12.02.2020,,,,17.06.2023,,,,,
Suchovršice,,Územní plán,Územní plán Suchovršice,7528324,16.04.2007,29.02.2008,28.03.2008,20.05.2008,,,,10.08.2008,12.09.2008,30.10.2008,12.12.2008,18.05.2009,18.06.2009
Vlachova Lhota,,Územní plán,Územní plán Vlachova Lhota,94938294,12.01.2010,04.03.2010,27.04.2010,29.06.2010,,,,06.09.2011,16.02.2012,06.05.2013,18.05.2012,14.05.2013,06.06.2013
,Vlachova Lhota,Územní plán,Změna č. 1 ÚP Vlachova Lhota,9493829401,,,,23.03.2017,,,,31.05.2017,11.12.2017,09.08.2018,23.02.2018,11.09.2018,13.12.2018
,Vlachova Lhota,Územní plán,Změna č. 2 územního plánu,973891954120,25.05.2024,,,25.05.2024,,,,,,,,,
Soběslav,,Územní plán,Územní plán Soběslav,41854495,24.06.2009,21.05.2010,30.06.2010,22.09.2010,,,,14.03.2011,24.03.2011,22.08.2011,29.09.2011,12.04.2012,27.04.2012
,Soběslav,Územní plán,Změna č. 1 ÚP Soběslav,4185449503,26.09.2012,30.01.2014,16.03.2015,18.03.2015,,,,23.05.2016,23.05.2016,,17.01.2017,21.06.2017,11.07.2017
,Soběslav,Územní plán,změna č. 2 ÚP Soběslav,4185449502,,31.07.2019,,18.12.2019,,,,,19.10.2021,,06.09.2022,18.09.2024,06.10.2024
,Soběslav,Územní plán,Změna č. 3 ÚP Soběslav,973891950795,31.03.2022,,,26.04.2022,,,,,25.08.2022,17.10.2022,08.11.2022,,09.03.2023
Svatoslav,,Územní plán,Územní plán Svatoslav,7017154,27.03.2009,18.03.2010,31.05.2010,09.06.2010,,,,26.03.2012,27.03.2012,14.11.2012,03.07.2012,28.02.2013,19.03.2013
,Svatoslav,Územní plán,Změna č. 1 ÚP Svatoslav,7017154001,27.06.2019,,,,,,,08.09.2020,09.09.2020,,11.02.2021,07.05.2021,09.06.2021
Nechvalín,,Územní plán,Üzemní plán Nechvalín,7047672,06.02.2003,16.01.2004,,27.07.2005,,08.08.2006,,,16.06.2008,,30.12.2008,16.03.2009,03.04.2009
,Nechvalín,Územní plán,Změna č. 1 Územního plánu Nechvalín,7047672001,22.07.2016,,,24.01.2018,,,,,,,,03.12.2019,24.12.2019
,Nechvalín,Územní plán,Změna č.2 Územního plánu Nechvalín,973891952795,12.10.2023,28.10.2023,28.11.2023,08.03.2024,,,,,,,,,
Kostelec,,Územní plán,Územní plán Kostelec,93799989,17.07.2003,24.02.2005,,30.09.2005,,26.01.2006,,,08.12.2008,,22.04.2009,22.06.2009,10.07.2009
,Kostelec,Územní plán,Změna č. 1 ÚP Kostelec,9379998901,,,,,,,,,13.08.2010,,16.12.2013,26.05.2014,08.07.2014
,Kostelec,Územní plán,Změna č. 3 ÚP Kostelec,9379998903,25.09.2019,,,25.09.2019,,,,,,,,20.05.2020,05.06.2020
Nenkovice,,Územní plán,Územní plán Nenkovice,98939149,30.09.1997,,,,26.06.1998,26.06.1998,,,26.06.2009,,20.10.2009,25.01.2010,25.02.2010
,Nenkovice,Územní plán,Změna č.2 územního plánu Nenkovice,9893914904,,,,24.06.2022,,,,,01.12.2022,19.01.2023,03.03.2023,25.05.2023,11.06.2023
,Nenkovice,Územní plán,Změna č.1 územního plánu Nenkovice,9893914902,20.09.2018,,,,,,,,,,,22.10.2020,07.11.2020
Bílovice nad Svitavou,,Územní plán,Územní plán Bílovice nad Svitavou,37846011,,23.01.2001,,,,21.02.2004,19.05.2004,29.10.2008,12.11.2008,25.03.2009,27.03.2009,16.12.2009,16.03.2010
,Bílovice nad Svitavou,Územní plán,Změna č. 1 ÚP Bílovice nad Svitavou,3784601101,20.09.2010,05.03.2012,23.04.2012,18.06.2012,,,,22.10.2012,29.10.2012,24.01.2014,28.04.2014,11.06.2015,15.07.2015
,Bílovice nad Svitavou,Územní plán,Změna č.2 ÚP Bílovice nad Svitavou,3784601102,15.03.2021,15.03.2021,,,,,,,,,,,14.06.2022
Jankovice,,Územní plán,Územní plán Jankovice,43127078,11.04.2011,26.09.2011,27.10.2012,05.12.2011,,,,05.02.2013,12.03.2013,15.05.2013,30.05.2013,08.12.2014,25.12.2014
,Jankovice,Územní plán,Změna č. 1 ÚP Jankovice,4312707801,,02.05.2019,04.06.2019,17.06.2019,,,,22.03.2021,18.05.2021,29.11.2021,26.11.2021,14.02.2022,08.03.2022
Lechotice,,Územní plán,Územní plán Lechotice,54743593,02.02.2011,07.11.2011,08.12.2012,25.01.2012,,,,28.08.2013,19.09.2013,20.10.2013,21.11.2013,16.07.2014,05.08.2014
,Lechotice,Územní plán,Změna č. 1 ÚP Lechotice,5474359301,,21.01.2019,27.02.2019,10.04.2019,,,,,09.03.2021,21.04.2021,26.05.2021,15.12.2021,11.02.2022
Žatčany,,Územní plán,Územní plán Žatčany,44771975,09.02.2011,,,,,,,20.07.2012,20.07.2012,03.12.2012,07.01.2013,17.07.2013,03.08.2013
,Žatčany,Územní plán,Změna č. 1 ÚP Žatčany,4477197501,15.12.2021,,,15.12.2021,,,,,,,,,04.10.2024
Jevíčko,,Územní plán,Územní plán Jevíčko,38735598,15.12.2010,27.09.2011,,23.11.2011,,,,,10.01.2013,,,22.09.2014,08.10.2014
,Jevíčko,Územní plán,Změna č. 2 ÚP Jevíčko,3873559804,16.04.2018,,,13.08.2018,,,,,,,,,02.05.2019
,Jevíčko,Územní plán,Změna č. 1 ÚP Jevíčko,3873559801,14.09.2015,14.12.2015,,15.02.2016,,,,,,,,,02.02.2017
,Jevíčko,Územní plán,Změna č. 3 ÚP Jevíčko,973891950414,18.01.2021,,,14.03.2022,,,,,,,,,29.09.2022
,Jevíčko,Územní plán,Změna č. 4 ÚP Jevíčko,973891952032,,,,14.08.2023,,,,,,,,,
Jilemnice,,Územní plán,Územní plán Jilemnice,82157533,12.12.2007,18.02.2009,,15.04.2009,,04.09.2009,,,23.09.2010,,07.01.2011,12.10.2011,05.11.2011
,Jilemnice,Územní plán,Změna č. 2 ÚP Jilemnice,8215753302,26.02.2014,,,02.07.2014,,,,,,,,,26.03.2015
,Jilemnice,Územní plán,Změna č. 1 ÚP Jilemnice,8215753301,17.10.2012,,,30.01.2013,,,,,,,,,18.03.2014
,Jilemnice,Územní plán,Změna č. 4 Územního plánu Jilemnice,8215753304,21.12.2020,,,24.02.2021,,,,,,,,,05.05.2023
,Jilemnice,Územní plán,Změna č. 3 ÚP Jilemnice,8215753303,27.01.2016,,,25.05.2016,,,,,,,,,10.10.2017
Suchohrdly u Miroslavi,,Územní plán,Územní plán Suchohrdly u Miroslavi,78756349,,06.10.2009,,09.02.2010,,,,,20.12.2010,,18.10.2011,12.01.2012,01.02.2012
,Suchohrdly u Miroslavi,Územní plán,Změna č. 1 ÚP Suchohrdly u Miroslavi,7875634901,,,,12.02.2018,,,,,23.05.2018,,,13.12.2018,29.12.2018
,Suchohrdly u Miroslavi,Územní plán,Změna č. 2 ÚP Suchohrdly u Miroslavi,7875634902,,20.08.2021,,02.11.2021,,,,,21.03.2022,,03.06.2022,,26.07.2022
,Suchohrdly u Miroslavi,Územní plán,Změna č. 3 ÚP Suchohrdly u Miroslavi,973891952312,,,,23.02.2023,,,,,18.07.2023,02.10.2023,,14.11.2023,05.12.2023
Slavkov u Brna,,Územní plán,Územní plán Slavkov u Brna,67686098,31.03.2008,,,14.09.2009,,,,,,,,,12.12.2013
,Slavkov u Brna,Územní plán,Změna č. 1 územního plánu Slavkova u Brna,6768609801,28.05.2018,28.05.2018,10.09.2018,18.03.2019,,,,17.11.2020,17.12.2020,03.02.2023,10.02.2023,19.06.2023,15.07.2023
,Slavkov u Brna,Územní plán,Změna č. 2 územního plánu Slavkov u Brna,6768609803,12.04.2019,,,18.02.2019,,,,12.09.2019,31.10.2019,31.10.2019,,09.12.2019,31.12.2019
,Slavkov u Brna,Územní plán,Změna č. 3 územního plánu Slavkova u Brna,6768609802,14.12.2020,,,15.02.2021,,,,,,,,,29.09.2021
,Slavkov u Brna,Územní plán,Změna č. 5 územního plánu Slavkova u Brna,973891951792,25.04.2022,,,19.12.2022,,,,10.03.2023,27.04.2023,,12.06.2023,19.06.2023,15.07.2023
,Slavkov u Brna,Územní plán,Změna č. 6 územního plánu Slavkova u Brna,973891953257,27.03.2023,,,18.03.2024,,,,,,,,,
Krumvíř,,Územní plán,Územní plán Krumvíř,42490786,31.10.2011,14.12.2011,30.01.2012,06.03.2012,,,,17.12.2013,03.01.2014,,03.04.2014,07.06.2016,25.06.2016
,Krumvíř,Územní plán,Změna č. 1 ÚP Krumvíř,4249078601,14.09.2018,,,08.08.2018,,,,20.05.2019,12.06.2019,05.12.2019,04.02.2020,,03.07.2020
,Krumvíř,Územní plán,Změna č. 2 ÚP Krumvíř,4249078602,15.06.2020,,,15.06.2021,,,,,,,,17.12.2021,04.01.2022
Dolní Poustevna,,Územní plán,Územní plán Dolní Poustevna,12388248,27.08.2011,,,13.08.2014,,,,,,,,,28.09.2016
,Dolní Poustevna,Územní plán,Změna č.2 Územního plánu Dolní Poustevna,1238824801,25.03.2019,,,,,,,,,,,,23.09.2020
,Dolní Poustevna,Územní plán,Změna č. 1 Územního plánu Dolní Postevna,1238824802,18.09.2019,,,,,,,,,,,,23.09.2020
Hostěrádky-Rešov,,Územní plán,Územní plán Hostěrádky - Rešov,91576783,02.04.2007,07.08.2008,,19.11.2008,,,,,14.04.2009,,16.07.2012,15.12.2012,01.01.2013
,Hostěrádky-Rešov,Územní plán,Změna č. 1  ÚP Hostěrádky - Rešov,9157678301,24.06.2015,21.09.2016,,03.05.2017,,,,,25.09.2018,,,18.12.2019,03.01.2020
,Hostěrádky-Rešov,Územní plán,Změna č. 2 ÚP Hostěrádky - Rešov,973891951693,30.06.2021,,,07.03.2022,,,,,,,,28.06.2023,14.07.2023
Lipová,,Územní plán,Územní plán Lipová,56055849,10.08.2020,,,27.01.2022,,,,,,,,,
Mikulášovice,,Územní plán,Územní plán Mikulášovice,96714417,21.02.2011,,,23.10.2013,,,,,,,,,18.10.2018
,Mikulášovice,Územní plán,změna č. 1 ÚP Mikulášovice,9671441701,18.09.2019,,,11.12.2019,,,,,,,,,29.12.2021
,Mikulášovice,Územní plán,změna č. 2 ÚP Mikulášovice,9671441702,30.05.2022,,,30.05.2022,,,,,,,,,
Jeníkov,,Územní plán,Územní plán Jeníkov,49004763,12.12.2011,,,13.05.2013,,,,,,,,,06.04.2022
Polepy,,Územní plán,Územní plán Polepy,60680788,03.03.2010,,,,,,,,16.03.2011,,23.06.2011,05.09.2011,28.09.2011
,Polepy,Územní plán,Změna č. 1,6068078801,01.12.2015,,,06.06.2016,,,,,,,,,06.04.2017
,Polepy,Územní plán,Změna č. 2,6068078802,01.01.2018,,,,,,,,18.06.2018,,11.07.2018,06.08.2018,31.08.2018
Bílý Potok,,Územní plán obce,Územní plán obce Bílý Potok,3286380,,,,,,,,,12.05.1998,,28.06.2000,11.04.2001,28.04.2001
,Bílý Potok,Územní plán obce,2. změna ÚPO Bílý Potok,3286380002,28.11.2007,22.05.2008,,06.05.2009,,,,,26.04.2010,,14.10.2010,20.12.2010,15.03.2011
,Bílý Potok,Územní plán obce,1. změna ÚPO Bílý Potok,3286380001,,23.06.2004,,03.06.2005,,,,,22.12.2005,,20.04.2006,26.04.2006,28.05.2006
Skály,,Územní plán,Územní plán Skály,45948428,21.01.2010,20.02.2012,23.03.2012,14.04.2012,,,,31.10.2012,05.11.2012,15.08.2014,02.04.2013,26.10.2015,17.11.2015
,Skály,Územní plán,Změna č. 1,973891952602,,,,04.08.2023,,,,,,,,,
Lipov,,Územní plán,Územní plán Lipov,74879091,25.11.2010,06.12.2011,20.01.2012,16.02.2012,,,,,19.10.2012,01.03.2013,22.04.2013,29.09.2016,18.10.2016
Lidice,,Územní plán,Územní plán Lidic,72776430,17.05.2010,08.02.2011,,28.11.2011,,23.09.2012,,,,,,,31.10.2013
,Lidice,Územní plán,Změna č. 1,7277643001,21.03.2019,,,24.10.2019,,,,,,,,,07.10.2021
Blažkov,,Územní plán,Územní plán Blažkov,24746341,10.08.2009,04.08.2010,,29.09.2010,,,,,22.08.2011,,24.08.2012,14.12.2012,02.01.2013
,Blažkov,Územní plán,Změna č. 1 ÚP Blažkov,973891951430,24.04.2023,,,24.04.2023,,,,,,,,,04.01.2025
Karviná,,Územní plán,Územní plán Karviné,32955569,27.02.2007,14.08.2009,,02.03.2010,,01.12.2010,,,,,,,11.05.2018
,Karviná,Územní plán,ÚP Karviné - změna č. 2,3295556902,20.01.2020,,,15.06.2020,,,,,,,,,16.07.2022
,Karviná,Územní plán,ÚP Karviné - změna č. 3,3295556903,14.09.2020,,,,,,,,,,,,06.01.2022
,Karviná,Územní plán,ÚP Karviné - změna č. 1,3295556901,17.09.2018,,,,,,,,,,,,26.06.2019
,Karviná,Územní plán,ÚP Karviné - změna č. 4,973891950765,13.09.2021,,,,,,,,,,,,
,Karviná,Územní plán,ÚP Karviné - změna č. 5,973891950766,13.09.2021,,,,,,,,,,,,18.09.2024
,Karviná,Územní plán,ÚP Karviné - změna č. 6,973891950767,12.09.2022,,,,,,,,,,,,18.09.2024
,Karviná,Územní plán,ÚP Karviná - změna č. 7,973891951579,30.01.2023,,,,,,,,,,,,
Skrbeň,,Územní plán,Územní plán Skrbeň,75220888,30.05.2011,,,18.06.2012,,,,,,,,,25.11.2015
,Skrbeň,Územní plán,Změna č. 1 Územního plánu Skrbeň,7522088801,15.09.2020,,,15.09.2020,,,,,,,,,09.11.2021
,Skrbeň,Územní plán,Změna č.2 Územního plánu Skrbeň,973891950301,29.11.2021,,,29.11.2021,,,,,,,,,29.09.2022
Tovéř,,Územní plán,Územní plán Tovéř,30884951,08.06.2011,,,01.08.2012,,,,,,,,,09.02.2018
,Tovéř,Územní plán,Změna č. 1 Územního plánu Tovéř,30884951014,19.07.2018,,,,,,,,,,,,11.07.2019
Pravice,,Územní plán,Územní plán Pravice,59729730,12.10.2011,28.11.2011,,08.02.2012,,,,,28.06.2013,,08.10.2013,23.12.2014,13.01.2015
,Pravice,Územní plán,Změna č.1 ÚP,5972973001,07.04.2021,18.03.2022,,,,,,,,,,,
Olomouc,,Územní plán,Územní plán Olomouc,29331607,15.09.2008,15.10.2008,,23.02.2009,,01.06.2010,,,05.12.2011,,,,30.09.2014
,Olomouc,Územní plán,Změna č. IV ÚP Olomouc,2933160704,16.05.2016,,,,,,,,,,,,03.10.2018
,Olomouc,Územní plán,Soubor změn č. I.A.1 Územního plánu Olomouc,2933160705,20.03.2015,,,14.09.2015,,,,,,,,,27.06.2017
,Olomouc,Územní plán,Změna č. V Územního plánu Olomouc,2933160708,13.03.2017,,,,,,,,,,,,03.10.2018
,Olomouc,Územní plán,Změna č. IX Územního plánu Olomouc,29331607010,26.04.2019,,,26.04.2019,,,,,,,,,24.12.2020
,Olomouc,Územní plán,Změna č. VII Územního plánu Olomouc,29331607013,13.11.2017,,,,,,,,,,,,12.12.2019
,Olomouc,Územní plán,Změna č. VIII Územního plánu Olomouc,29331607015,03.09.2018,,,,,,,,,,,,12.12.2019
,Olomouc,Územní plán,Změna č. XII Územního plánu Olomouc,29331607014,16.11.2020,,,,,,,,,,,,19.04.2022
,Olomouc,Územní plán,Soubor změn č. I.B Územního plánu Olomouc,2933160706,20.03.2015,,,14.09.2015,,,,,,,,,28.09.2017
,Olomouc,Územní plán,Změna č. II ÚP Olomouc,2933160702,20.03.2015,,,,,,,,,,,,
,Olomouc,Územní plán,Změna č. VI Územního plánu Olomouc,2933160709,11.09.2017,,,19.12.2017,,,,,,,,,12.12.2019
,Olomouc,Územní plán,Soubor změn č. I.A.2 Územního plánu Olomouc,2933160707,20.03.2015,,,14.09.2015,,,,,,,,,28.09.2017
,Olomouc,Územní plán,Změna č. III ÚP Olomouc,2933160703,14.03.2016,,,23.09.2015,,,,,,,,,29.03.2018
,Olomouc,Územní plán,Změna č. XIII Územního plánu Olomouc,973891950279,07.03.2022,,,07.03.2022,,,,,,,,,29.09.2022
,Olomouc,Územní plán,Soubor změn č. X,973891953645,,,,17.06.2019,,,,,,,,,
,Olomouc,Územní plán,Soubor změn č. X/1,973891953648,,,,17.06.2019,,,,,,,,,28.06.2024
Hořičky,,Územní plán,Územní plán Hořičky,92417542,09.06.2010,04.04.2011,,14.07.2011,,,,,15.07.2011,,04.10.2011,07.12.2011,27.12.2011
,Hořičky,Územní plán,Změna č. 1 ÚP Hořičky,9241754202,10.05.2017,,,27.11.2017,,,,,,,,,12.07.2019
